HUD::_0xF66090013DE648D5, 1994
PED::FORCE_PED_MOTION_STATE, 1977
MISC::ABSI, 1975
CLOCK::GET_CLOCK_HOURS, 1967
CAM::DO_SCREEN_FADE_IN, 1933
CAM::SET_GAMEPLAY_CAM_RELATIVE_PITCH, 1919
HUD::_UIPROMPT_SET_TEXT, 1916
PED::_IS_METAPED_OUTFIT_REQUEST_VALID, 1915
PED::_0x91A5F9CBEBB9D936, 1913
ATTRIBUTE::_0x200373A8DF081F22, 1910
PED::_0x4C8B59171957BCF7, 1905
DATABINDING::_DATABINDING_ADD_DATA_HASH, 1883
ANIMSCENE::REMOVE_ANIM_SCENE_ENTITY, 1882
PED::_0xF1C03A5352243A30, 1882
PLAYER::_0xF0FE8E790BFEB5BB, 1880
PLAYER::_0xCFFC3ECCD7A5CCEB, 1874
PED::_0x7C00CFC48A782DC0, 1872
TASK::_0x81948DFE4F5A0283, 1872
PED::SET_PED_CAN_RAGDOLL_FROM_PLAYER_IMPACT, 1860
PED::REMOVE_SCENARIO_BLOCKING_AREA, 1851
PED::_APPLY_PED_METAPED_OUTFIT, 1849
TASK::TASK_SWAP_WEAPON, 1844
PED::SET_PED_CAN_RAGDOLL, 1843
STREAMING::_IS_IMAP_ACTIVE, 1842
TASK::_0x5AF19B6CC2115D34, 1827
TASK::TASK_DISMOUNT_ANIMAL, 1827
POPULATION::_0xA1CFB35069D23C23, 1824
MISC::_0xCC3EDC5614B03F61, 1819
PED::_0x947E43F544B6AB34, 1810
PED::SET_PED_SPHERE_DEFENSIVE_AREA, 1805
EVENT::_0x796EECFF0C6D39BE, 1799
WEAPON::_0xC4DEC3CA8C365A5D, 1799
ANIMSCENE::_0x0DF57F86FE71DBE5, 1792
ENTITY::GET_ENTITY_FORWARD_VECTOR, 1777
PED::IS_PED_IN_COMBAT, 1762
TASK::TASK_PLAY_ANIM, 1759
PLAYER::IS_PLAYER_FREE_AIMING_AT_ENTITY, 1756
TASK::TASK_COMBAT_PED, 1756
PED::FIND_ALL_ATTACHED_CARRIABLE_ENTITIES, 1752
ITEMDATABASE::_ITEM_DATABASE_GET_HAS_SLOT_INFO, 1749
_NAMESPACE48::_0x6759BEE6762E140B, 1748
PLAYER::IS_PLAYER_TARGETTING_ENTITY, 1747
PED::_0x610438375E5D1801, 1743
PAD::ENABLE_CONTROL_ACTION, 1737
NETSHOPPING::_CASHINVENTORY_TRANSACTION_ADD_ITEM, 1727
ANIMSCENE::_0xCDC5512A407CF08D, 1726
TASK::_0xF533D68FF970D190, 1726
PED::_0x29FCE825613FEFCA, 1725
VEHICLE::_0xEA44E97849E9F3DD, 1724
PED::SET_PED_CAN_BE_TARGETTED, 1716
TASK::TASK_HORSE_ACTION, 1708
CAM::DOES_CAM_EXIST, 1704
PED::SET_PED_NAME_DEBUG, 1701
PED::IS_PED_MALE, 1698
CAM::IS_SCREEN_FADED_IN, 1689
ITEMDATABASE::_ITEM_DATABASE_CAN_EQUIP_ITEM_ON_CATEGORY, 1689
MISC::_0x716F17F8A0419F95, 1681
WEAPON::_0x5809DBCA0A37C82B, 1676
PLAYER::IS_PLAYER_CONTROL_ON, 1673
PED::_0x5102307CE88798EB, 1672
SCRIPTS::HAS_SCRIPT_WITH_NAME_HASH_LOADED, 1661
PED::_0xD355E2F1BB41087E, 1660
ENTITY::_0x18FF3110CF47115D, 1645
PED::_0xAE6004120C18DF97, 1641
COMPENDIUM::_0x729D52F61A5A9E22, 1640
ITEMDATABASE::_ITEM_DATABASE_GET_FITS_SLOT_INFO, 1637
TASK::TASK_TURN_PED_TO_FACE_ENTITY, 1634
PED::IS_PED_FATALLY_INJURED, 1633
VOLUME::_0x3E2A25B2416DD67E, 1630
EVENT::_0x1D1B448D719415AB, 1627
EVENT::_0x38497F139981C5C9, 1624
STREAMING::REQUEST_ANIM_DICT, 1606
VOLUME::_CREATE_VOLUME_BY_HASH_WITH_CUSTOM_NAME, 1588
PED::REQUEST_PED_VISIBILITY_TRACKING, 1582
MISC::SET_THIS_SCRIPT_CAN_REMOVE_BLIPS_CREATED_BY_ANY_SCRIPT, 1579
ANIMSCENE::SET_ANIM_SCENE_PAUSED, 1574
AUDIO::IS_AMBIENT_SPEECH_PLAYING, 1572
PLAYER::IS_PLAYER_TELEPORT_ACTIVE, 1565
INVENTORY::_0x7C7E4AB748EA3B07, 1562
DATAFILE::_DATAFILE_REGISTER_QUERY, 1561
CAM::IS_GAMEPLAY_HINT_ACTIVE, 1555
HUD::_UIPROMPT_SET_VISIBLE, 1542
PLAYER::HAS_FORCE_CLEANUP_OCCURRED, 1542
ENTITY::GET_ENTITY_SPEED, 1539
STREAMING::HAS_ANIM_DICT_LOADED, 1535
PED::_DOES_METAPED_OUTFIT_EXIST_FOR_PED_MODEL, 1533
DATABINDING::_DATABINDING_IS_DATA_ID_VALID, 1527
HUD::_JOURNAL_CAN_WRITE_ENTRY, 1525
PED::_0xED9582B3DA8F02B4, 1522
PED::_GET_DEFAULT_RELATIONSHIP_GROUP_HASH, 1520
PLAYER::IS_PLAYER_FREE_AIMING, 1520
PED::IS_PED_FACING_PED, 1518
HUD::_UIPROMPT_CONTEXT_SET_SIZE, 1514
_NAMESPACE48::_0xBB68908CD11AEBDC, 1512
HUD::_UIPROMPT_SET_CONTROL_ACTION, 1512
PED::IS_PED_IN_GROUP, 1511
INVENTORY::_0x13D234A2A3F66E63, 1491
DATABINDING::_DATABINDING_WRITE_DATA_HASH_STRING, 1484
PLAYER::_0x8A0643B0B4CA276B, 1468
ANIMSCENE::_0xD8254CB2C586412B, 1467
NETSHOPPING::_CASHINVENTORY_TRANSACTION_CHECKOUT, 1465
NETSHOPPING::_CASHINVENTORY_TRANSACTION_START, 1465
PED::CLEAR_RAGDOLL_BLOCKING_FLAGS, 1465
_NAMESPACE48::_0xB65E7F733956CF25, 1464
AUDIO::_0xD89504D9D7D5057D, 1464
DATAFILE::_DATAFILE_GET_INT, 1462
CLOCK::SET_CLOCK_TIME, 1460
UILOG::_UILOG_SET_ENTRY_ICON_TEXTURE, 1460
VOLUME::_CREATE_VOLUME_CYLINDER, 1443
HUD::_UIPROMPT_CONTEXT_SET_POINT, 1442
HUD::_0x4D107406667423BE, 1440
HUD::_UIPROMPT_SET_STANDARD_MODE, 1440
PLAYER::_0x9F9A829C6751F3C7, 1439
WEAPON::_0x94A3C1B804D291EC, 1438
PED::_IS_PED_GETTING_INTO_A_MOUNT_SEAT, 1436
STREAMING::REMOVE_ANIM_DICT, 1433
WEAPON::SET_AMMO_IN_CLIP, 1432
INTERIOR::GET_INTERIOR_FROM_ENTITY, 1431
UILOG::_UILOG_ADD_TOTAL_TAKE_ENTRY, 1430
TASK::TASK_START_SCENARIO_AT_POSITION, 1415
CAM::STOP_GAMEPLAY_HINT, 1406
PAD::IS_CONTROL_JUST_PRESSED, 1406
WEAPON::_0x106A811C6D3035F3, 1405
AUDIO::PLAY_SOUND_FRONTEND, 1404
WEAPON::_0xE9BD19F8121ADE3E, 1398
PED::_0xF008E0BA1FE1D644, 1397
ITEMDATABASE::_ITEM_DATABASE_IS_KEY_VALID, 1392
VOLUME::_0xFDFECC6EE4491E11, 1384
TASK::IS_MOVE_BLEND_RATIO_STILL, 1372
ANIMSCENE::_0x59606519FF9D3EC2, 1371
TASK::TASK_ACHIEVE_HEADING, 1370
ENTITY::SET_ENTITY_COORDS_NO_OFFSET, 1368
OBJECT::DOOR_SYSTEM_GET_DOOR_STATE, 1366
PED::_0x4C39C95AE5DB1329, 1353
NETWORK::NETWORK_IS_IN_TUTORIAL_SESSION, 1352
PED::_0xB655DB7582AEC805, 1342
ENTITY::GET_ENTITY_HEALTH, 1340
ENTITY::_0x1FF441D7954F8709, 1338
PED::_0x7D4E70A67A651C71, 1335
WEAPON::GET_MAX_AMMO, 1335
ENTITY::GET_VEHICLE_INDEX_FROM_ENTITY_INDEX, 1330
TASK::IS_WAYPOINT_PLAYBACK_GOING_ON_FOR_PED, 1328
WEAPON::GET_PED_AMMO_TYPE_FROM_WEAPON, 1325
PED::_0x62DE46F061CAA468, 1322
PED::IS_TRACKED_PED_VISIBLE, 1320
TASK::CREATE_SCENARIO_POINT, 1315
WEAPON::_0x2C83212A7AA51D3D, 1315
WEAPON::_0xA2091482ED42EF85, 1312
STATS::_0x6A0184E904CDF25E, 1311
ATTRIBUTE::GET_ATTRIBUTE_RANK, 1305
ENTITY::_0x0D0DB2B6AF19A987, 1301
MISC::_0xE98D55C5983F2509, 1298
PLAYER::GET_PLAYER_GROUP, 1282
UILOG::_UILOG_ADD_ENTRY_HASH, 1280
ENTITY::IS_ENTITY_IN_WATER, 1279
WEAPON::_0x899A04AFCC725D04, 1279
MISC::_0x83ACC65D9ACEC5EF, 1273
TASK::_0x5D9B0BAAF04CF65B, 1272
CAM::RENDER_SCRIPT_CAMS, 1267
TASK::SET_PED_DESIRED_MOVE_BLEND_RATIO, 1261
MAP::SET_BLIP_SPRITE, 1259
PED::_0x283978A15512B2FE, 1259
DATABINDING::_DATABINDING_ADD_DATA_CONTAINER, 1258
ENTITY::SET_OBJECT_AS_NO_LONGER_NEEDED, 1258
PED::GET_VEHICLE_PED_IS_USING, 1258
PED::CREATE_PED, 1251
PED::IS_PED_SHOOTING, 1248
SCRIPTS::GET_HASH_OF_THIS_SCRIPT_NAME, 1248
VOLUME::_0x0EB78C2B156635B1, 1241
DATAFILE::_DATAFILE_GET_BOOL, 1234
PAD::_0xBC0884BC590951C7, 1229
HUD::_0xAA03F130A637D923, 1227
STREAMING::_REMOVE_IMAP, 1227
NETSHOPPING::_CASHINVENTORY_TRANSACTION_GET_NUM_OF_ITEMS, 1224
MAP::_0x554D9D53F696D002, 1223
FLOCK::SET_ANIMAL_TUNING_BOOL_PARAM, 1221
PED::IS_PED_BEING_STEALTH_KILLED, 1217
INVENTORY::_0x640F890C3E5A3FFD, 1215
INVENTORY::_0x42A2F33A1942E865, 1214
NETWORK::NETWORK_SET_RICH_PRESENCE, 1213
ENTITY::GET_OFFSET_FROM_ENTITY_GIVEN_WORLD_COORDS, 1212
ENTITY::SET_ENTITY_ROTATION, 1211
MISC::GET_MODEL_DIMENSIONS, 1209
PED::_0xFCA8FB9E15FA80D3, 1206
ANIMSCENE::_GET_ANIM_SCENE_TIME, 1205
_NAMESPACE48::_0x0CADC3A977997472, 1202
PED::IS_PED_IN_VEHICLE, 1201
STREAMING::DOES_ANIM_DICT_EXIST, 1200
OBJECT::DOOR_SYSTEM_SET_DOOR_STATE, 1197
ANIMSCENE::CHECK_OWNERSHIP_OF_ANIM_SCENE, 1194
PLAYER::IS_PLAYER_PLAYING, 1193
PED::_SET_PED_OUTFIT_PRESET, 1192
MISC::CLEAR_AREA, 1185
NETSHOPPING::_CASHINVENTORY_TRANSACTION_FIRE_AND_FORGET_ITEM, 1182
ANIMSCENE::_0xADF1D53F3B1FE0A7, 1178
MISC::_0x1096603B519C905F, 1175
STATS::STAT_ID_SET_INT, 1175
